   1.2000000e+01   6.2000000e+01
   9.8246473e+01   5.8683530e+01
   8.3000000e+01   8.0000000e+00
   1.8000000e+01   5.1000000e+01
   1.0000044e+01   1.6137482e+01
   9.2000000e+01   2.6000000e+01
   4.0000000e+01   1.0000000e+00
   6.4432381e+01   4.3092789e+01
   7.2413959e+01   4.4644736e+01
   4.0106712e+01   3.2520934e+01
   1.3852489e+01   1.6747018e+01
   5.7000000e+01   5.5000000e+01
   5.8414046e+01   4.0154165e+01
   2.7233552e+01   2.2062637e+01
   8.0000000e+00   7.4000000e+01
   7.1000000e+01   1.4000000e+01
   7.1000000e+01   6.9000000e+01
   3.3456372e+01   2.6345782e+01
   2.0277338e+01   2.0103918e+01
   9.5815689e+01   5.5746458e+01
   5.7000000e+01   9.0000000e+01
   1.8195763e+01   1.9257851e+01
   7.4000000e+01   6.0000000e+01
   8.2000000e+01   6.8000000e+01
   1.0000000e+00   4.6000000e+01
   2.7839133e+01   2.2391194e+01
   9.6000000e+01   1.0000000e+02
   8.2445606e+01   5.0313125e+01
   4.0000000e+01   7.4000000e+01
   3.8565738e+01   3.0642784e+01
   2.2875366e+01   2.1929387e+01
   1.5207157e+01   1.6584143e+01
   7.5000000e+01   7.3000000e+01
   7.0000000e+00   1.6000000e+01
   2.3478379e+01   2.1447534e+01
   1.0000000e+02   4.3000000e+01
   3.5000000e+01   2.6000000e+01
   2.2831201e+01   2.2234738e+01
   1.7768905e+01   1.8610965e+01
   3.1000000e+01   7.7000000e+01
   6.9842606e+01   4.7268593e+01
   8.4000000e+01   9.7000000e+01
   5.0000000e+00   6.6000000e+01
   4.9000000e+01   4.4000000e+01
   2.6497978e+01   2.2204326e+01
   2.2568605e+01   2.2230597e+01
   3.2000000e+01   2.9000000e+01
   2.2000000e+01   1.0000000e+00
   6.7896358e+00   1.4360214e+01
   9.9618395e+01   6.0638963e+01
   9.5000000e+01   7.0000000e+01
   8.4236666e+01   5.2318327e+01
   6.3000000e+01   4.9000000e+01
   6.1828439e+01   4.1986110e+01
   9.3000000e+01   9.9000000e+01
   2.3711152e+01   2.1144208e+01
   7.3000000e+01   2.0000000e+00
   7.8000000e+01   4.3000000e+01
   2.0090241e+01   2.0977735e+01
   5.4940763e+01   3.8096700e+01
   5.4222788e+01   3.6644029e+01
   9.7000000e+01   7.4000000e+01
   8.0000000e+01   4.7000000e+01
   8.7084145e+00   1.6082184e+01
   5.0000000e+01   5.3000000e+01
   2.6000000e+01   1.7000000e+01
   9.0000000e+01   2.6000000e+01
   9.0907720e+01   5.4491681e+01
   5.8440186e+00   1.3460712e+01
   2.5763487e+01   2.2002607e+01
   8.8369508e+01   5.3311828e+01
   8.0000000e+01   6.6000000e+01
   6.8000000e+01   1.2000000e+01
   5.3700872e+01   3.6232720e+01
   2.5000000e+01   3.2000000e+01
   9.5000000e+01   7.5000000e+01
   8.9000000e+01   8.6000000e+01
   4.8000000e+01   5.6000000e+01
   3.1000000e+01   3.8000000e+01
   5.1913579e+01   3.6746268e+01
   6.1000656e+01   3.8917188e+01
   9.0000000e+01   1.6000000e+01
   1.8632526e+01   2.1115875e+01
   5.2000000e+01   2.5000000e+01
   3.8341096e+01   2.8593298e+01
   4.0938701e+01   2.9858727e+01
   2.0282205e+01   2.1511716e+01
   1.5814742e+01   2.0010073e+01
   3.5000000e+01   1.7000000e+01
   7.4387853e+01   4.7680093e+01
   1.3691093e+01   1.5317885e+01
   7.7314363e+01   4.9600760e+01
   5.6000000e+01   1.3000000e+01
   4.3000000e+01   9.2000000e+01
   1.8543912e+01   2.0157102e+01
   4.0000000e+01   8.9000000e+01
   2.4298977e+01   2.1259780e+01
   9.7000000e+01   9.0000000e+00
   1.7000000e+01   7.7000000e+01
   3.7327214e+01   2.8888665e+01
